Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_St,Rndrng_Prvdr_City,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Tot_Benes,Tot_Submtd_Cvrd_Chrg,Tot_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Dschrgs,Tot_Cvrd_Days,Tot_Days,Bene_Avg_Age,Bene_Age_LT_65_Cnt,Bene_Age_65_74_Cnt,Bene_Age_75_84_Cnt,Bene_Age_GT_84_Cnt,Bene_Feml_Cnt,Bene_Male_Cnt,Bene_Race_Wht_Cnt,Bene_Race_Black_Cnt,Bene_Race_API_Cnt,Bene_Race_Hspnc_Cnt,Bene_Race_NatInd_Cnt,Bene_Race_Othr_Cnt,Bene_Dual_Cnt,Bene_Ndual_Cnt,Bene_CC_BH_ADHD_OthCD_V1_Pct,Bene_CC_BH_Alcohol_Drug_V1_Pct,Bene_CC_BH_Tobacco_V1_Pct,Bene_CC_BH_Alz_NonAlzdem_V2_Pct,Bene_CC_BH_Anxiety_V1_Pct,Bene_CC_BH_Bipolar_V1_Pct,Bene_CC_BH_Mood_V2_Pct,Bene_CC_BH_Depress_V1_Pct,Bene_CC_BH_PD_V1_Pct,Bene_CC_BH_PTSD_V1_Pct,Bene_CC_BH_Schizo_OthPsy_V1_Pct,Bene_CC_PH_Asthma_V2_Pct,Bene_CC_PH_Afib_V2_Pct,Bene_CC_PH_Cancer6_V2_Pct,Bene_CC_PH_CKD_V2_Pct,Bene_CC_PH_COPD_V2_Pct,Bene_CC_PH_Diabetes_V2_Pct,Bene_CC_PH_HF_NonIHD_V2_Pct,Bene_CC_PH_Hyperlipidemia_V2_Pct,Bene_CC_PH_Hypertension_V2_Pct,Bene_CC_PH_IschemicHeart_V2_Pct,Bene_CC_PH_Osteoporosis_V2_Pct,Bene_CC_PH_Parkinson_V2_Pct,Bene_CC_PH_Arthritis_V2_Pct,Bene_CC_PH_Stroke_TIA_V2_Pct,Bene_Avg_Risk_Scre
110101,"Southwell Medical, A Campus Of Trmc",260 Mj Taylor Road,Adel,31620,GA,13,8,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",85,2286095,862114,748459,90,227,230,76.95294118,,30,33,,47,38,77,,,,,,23,62,0.011764706,0.164705882,0.223529412,0.376470588,0.4,0.188235294,0.458823529,0.435294118,0.011764706,0.023529412,0.164705882,0.058823529,0.282352941,0.211764706,0.482352941,0.388235294,0.388235294,0.341176471,0.75,0.75,0.423529412,0.176470588,0.023529412,0.658823529,0.129411765,1.684397309
110104,Crisp Regional Hospital,902 7th Street North,Cordele,31015,GA,13,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",350,15158540,6369763,5546884,504,2379,2441,74.90571429,47,108,116,79,205,145,279,62,,,,,113,237,0.017142857,0.217142857,0.222857143,0.277142857,0.342857143,0.071428571,0.368571429,0.345714286,0.011428571,0.011428571,0.088571429,0.137142857,0.365714286,0.14,0.482857143,0.437142857,0.442857143,0.482857143,0.75,0.75,0.405714286,0.16,0.045714286,0.48,0.291428571,2.121064084
110105,Colquitt Regional Medical Center,3131 South Main Street,Moultrie,31768,GA,13,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",815,42688927,14574658,12116420,1252,5778,5844,73.72515337,141,260,251,163,417,398,680,98,,24,,,262,553,0.028220859,0.219631902,0.257668712,0.213496933,0.433128834,0.09202454,0.477300614,0.449079755,0.023312883,0.050306749,0.06993865,0.120245399,0.349693252,0.160736196,0.326380368,0.38404908,0.472392638,0.482208589,0.75,0.75,0.458895706,0.137423313,0.033128834,0.504294479,0.197546012,2.060690471
110107,Atrium Health Navicent The Medical Center,777 Hemlock Street,Macon,31201,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3699,437980314,91458208,73324693,4698,32127,34399,74.18491484,480,1295,1260,664,1856,1843,2748,839,21,41,,,830,2869,0.01378751,0.118140038,0.184103812,0.198702352,0.332522303,0.083265748,0.368477967,0.348202217,0.032711544,0.015139227,0.0405515,0.117329008,0.376317924,0.192214112,0.528250879,0.327115437,0.490402812,0.428764531,0.75,0.75,0.529602595,0.136793728,0.03325223,0.496080022,0.230332522,2.241344238
110109,Emanuel Medical Center,117 Kite Road,Swainsboro,30401,GA,13,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",202,5372941,2831152,2512769,244,782,796,75.27227723,19,74,75,34,115,87,158,41,,,,,87,115,0.02970297,0.143564356,0.143564356,0.346534654,0.50990099,0.103960396,0.49009901,0.455445545,0.044554455,0.014851485,0.168316832,0.108910891,0.292079208,0.178217822,0.415841584,0.49009901,0.435643564,0.52970297,0.722772277,0.75,0.400990099,0.094059406,0.094059406,0.504950495,0.163366337,1.973353085
110111,Piedmont Mcduffie Hospital,2460 Washington Road,Thomson,30824,GA,13,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",167,4538065,2763039,2437008,199,794,818,77.81437126,14,44,64,45,103,64,140,25,,,,,37,130,0.011976048,0.101796407,0.209580838,0.371257485,0.329341317,0.22754491,0.401197605,0.383233533,0.041916168,0.005988024,0.047904192,0.107784431,0.305389222,0.173652695,0.508982036,0.407185629,0.502994012,0.407185629,0.75,0.75,0.431137725,0.173652695,0.041916168,0.497005988,0.155688623,1.974614347
110113,Burke Medical Center,351 South Liberty Street,Waynesboro,30830,GA,13,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",69,13807598,3493521,3285223,70,163,165,75.7826087,,20,32,,43,26,59,,,,,,,,0,0.014492754,0.144927536,0.130434783,0.333333333,0.028985507,0.275362319,0.246376812,0,0,0.014492754,0.130434783,0.304347826,0.173913044,0.333333333,0.217391304,0.376811594,0.289855073,0.75,0.75,0.275362319,0.072463768,0.043478261,0.666666667,0.043478261,1.192652174
110121,Archbold Grady,"1155 5th Street, Se",Cairo,39828,GA,13,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",66,1601988,1124983,1008100,77,258,265,76.37878788,,,24,23,39,27,57,,,,,,15,51,0,0.121212121,0.196969697,0.303030303,0.196969697,0.060606061,0.333333333,0.272727273,0,0.015151515,0.075757576,0.106060606,0.424242424,0.196969697,0.454545455,0.363636364,0.484848485,0.484848485,0.75,0.75,0.393939394,0.196969697,0.106060606,0.651515152,0.212121212,1.955956142
110122,Sgmc Health,"2501 North Patterson Street, Po Box 1727",Valdosta,31602,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2297,145758821,41670023,36283289,3355,16042,16328,74.78363082,294,772,775,456,1231,1066,1735,474,14,31,,,672,1625,0.016978668,0.124945581,0.19982586,0.259468872,0.367000435,0.111449717,0.369177188,0.346974314,0.020896822,0.025685677,0.069220723,0.121027427,0.341750109,0.201131911,0.472790596,0.346103613,0.50457118,0.402263822,0.75,0.75,0.44754027,0.158467566,0.031345233,0.563343492,0.20026121,2.122567253
110124,Wayne Memorial Hospital,865 South First Street,Jesup,31545,GA,13,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",373,18786937,5272013,4508761,477,2215,2274,76.230563,32,121,136,84,206,167,323,39,,,,,134,239,0.018766756,0.08847185,0.18230563,0.294906166,0.410187668,0.064343164,0.418230563,0.399463807,0.026809652,0.024128686,0.053619303,0.115281501,0.375335121,0.160857909,0.493297587,0.324396783,0.506702413,0.36461126,0.75,0.75,0.44772118,0.166219839,0.029490617,0.571045576,0.1769437,2.134847689
110125,Fairview Park Hospital,200 Industrial Boulevard,Dublin,31021,GA,13,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1087,153940735,16663220,13919751,1531,7376,7561,75.50413983,131,325,410,221,621,466,838,220,,11,,13,310,777,0.015639374,0.149954002,0.233670653,0.241030359,0.381784729,0.113155474,0.39374425,0.372585097,0.012879485,0.024839006,0.047838087,0.135234591,0.369825207,0.172033119,0.579576817,0.451701932,0.521619135,0.505979761,0.75,0.75,0.542778289,0.164673413,0.035878565,0.535418583,0.214351426,2.280806279
110128,Memorial Health Meadows Hospital,One Meadows Parkway,Vidalia,30474,GA,13,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",608,35067347,9476715,7839047,792,2966,3045,76.20230263,65,171,253,119,372,236,515,76,,11,,,178,430,0.018092105,0.074013158,0.190789474,0.202302632,0.416118421,0.060855263,0.345394737,0.333881579,0.009868421,0.009868421,0.049342105,0.12006579,0.356907895,0.157894737,0.508223684,0.361842105,0.475328947,0.393092105,0.75,0.75,0.470394737,0.115131579,0.02631579,0.524671053,0.171052632,1.625420592
110129,St Francis Hospital- Emory Healthcare,2122 Manchester Expressway,Columbus,31995,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1708,137671641,30427211,25576955,2199,11998,12396,75.36826698,195,557,583,373,938,770,1145,485,20,37,,,402,1306,0.012295082,0.097189696,0.18501171,0.206674473,0.347189696,0.052107728,0.337822014,0.307962529,0.026932084,0.028103045,0.042154567,0.104215457,0.390515223,0.18969555,0.529859485,0.355386417,0.526346604,0.480093677,0.75,0.75,0.509953162,0.130562061,0.025175644,0.540398127,0.228922717,2.187193108
110132,Memorial Hospital And Manor,1500 E Shotwell Street,Bainbridge,39819,GA,13,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",174,5634576,2328479,2013009,229,1040,1048,75.82758621,23,49,60,42,89,85,142,27,,,,,47,127,0.005747126,0.155172414,0.172413793,0.24137931,0.344827586,0.086206897,0.367816092,0.321839081,0,0.022988506,0.051724138,0.068965517,0.362068966,0.212643678,0.293103448,0.379310345,0.402298851,0.431034483,0.701149425,0.75,0.402298851,0.137931035,0.08045977,0.454022989,0.224137931,1.65220741
110135,Taylor Regional Hospital,222 Perry Hwy,Hawkinsville,31036,GA,13,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",203,4002875,2418500,2125876,247,927,935,77.2364532,18,61,75,49,97,106,170,29,,,,,52,151,0.009852217,0.128078818,0.221674877,0.330049261,0.403940887,0.142857143,0.384236453,0.33497537,0.039408867,0.014778325,0.073891626,0.068965517,0.354679803,0.192118227,0.551724138,0.467980296,0.527093596,0.482758621,0.75,0.75,0.507389163,0.128078818,0.064039409,0.536945813,0.157635468,1.529107889
110142,Evans Memorial Hospital,200 N River Street,Claxton,30417,GA,13,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",111,6019078,1357654,1196140,136,470,476,77.63063063,,30,36,,60,51,90,19,,,,,38,73,0.018018018,0.126126126,0.243243243,0.306306306,0.45945946,0.099099099,0.405405405,0.396396396,0,0.009009009,0.081081081,0.081081081,0.333333333,0.207207207,0.414414414,0.450450451,0.45945946,0.450450451,0.75,0.75,0.369369369,0.072072072,0.063063063,0.585585586,0.207207207,1.821066007
110143,Wellstar Cobb Medical Center,3950 Austell Rd,Austell,30106,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2115,335642107,58285017,47985049,2889,17233,17770,73.73049645,361,655,663,436,1114,1001,1288,684,26,62,,,487,1628,0.017021277,0.144680851,0.175886525,0.288888889,0.339479905,0.063829787,0.389125296,0.362647754,0.019858156,0.027895981,0.059101655,0.133333333,0.330496454,0.195744681,0.504491726,0.274704492,0.477068558,0.502600473,0.75,0.75,0.533806147,0.125768322,0.041607565,0.469503546,0.243026005,2.476789435
110146,Southeast Georgia Health System- Camden Campus,2000 Dan Proctor Drive,Saint Marys,31558,GA,13,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",226,7218430,4925820,4517082,274,943,970,76.19911504,19,75,75,57,142,84,203,16,,,,,49,177,0.017699115,0.128318584,0.194690266,0.243362832,0.455752212,0.048672566,0.504424779,0.477876106,0.044247788,0.030973451,0.061946903,0.17699115,0.380530974,0.154867257,0.367256637,0.389380531,0.42920354,0.411504425,0.75,0.75,0.39380531,0.212389381,0.022123894,0.544247788,0.132743363,1.731664795
110150,Navicent Health Baldwin,821 North Cobb Street,Milledgeville,31061,GA,13,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",360,13471846,4795195,4170422,454,2091,2126,74.85277778,57,111,100,92,166,194,262,89,,,,,118,242,0.019444444,0.127777778,0.188888889,0.288888889,0.363888889,0.069444444,0.369444444,0.341666667,0.025,0.016666667,0.086111111,0.080555556,0.355555556,0.166666667,0.511111111,0.386111111,0.455555556,0.463888889,0.75,0.75,0.519444444,0.091666667,0.05,0.438888889,0.180555556,2.233321613
110161,Northside Hospital,"1000 Johnson Ferry Road, Ne",Atlanta,30342,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2878,468911946,87933893,79280239,3785,24611,25860,75.27797081,287,1001,1009,581,1658,1220,2178,465,59,77,,,396,2482,0.020847811,0.112578179,0.115705351,0.22133426,0.381167477,0.045865184,0.3676164,0.338082001,0.018068103,0.017025712,0.033009034,0.127171647,0.291869354,0.277275886,0.323835997,0.206045865,0.337039611,0.300208478,0.75,0.75,0.373175817,0.183113273,0.037178596,0.565323141,0.161917999,1.911723453
110164,Piedmont Macon Medical Center,350 Hospital Drive,Macon,31217,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1695,214873624,34820596,29597847,2172,10613,10931,74.44129794,231,523,609,332,906,789,1195,459,,15,,21,383,1312,0.012389381,0.123303835,0.184660767,0.21120944,0.381710915,0.09380531,0.391150443,0.366371681,0.033628319,0.017109145,0.041887906,0.1179941,0.393510325,0.196460177,0.539233038,0.34100295,0.489675516,0.444247788,0.75,0.75,0.52979351,0.143952802,0.034218289,0.510914454,0.224778761,2.307740139
110165,Southern Regional Medical Center,"11 Upper Riverdale Road, Sw",Riverdale,30274,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",465,35353912,9200357,8467072,571,2685,2820,68.54623656,136,152,124,53,241,224,124,309,,12,,11,229,236,0.105376344,0.135483871,0.204301075,0.303225807,0.268817204,0.116129032,0.341935484,0.301075269,0.019354839,0.019354839,0.146236559,0.131182796,0.243010753,0.137634409,0.511827957,0.268817204,0.548387097,0.468817204,0.625806452,0.75,0.31827957,0.064516129,0.025806452,0.305376344,0.266666667,2.878515253
110168,Adventhealth Redmond,501 Redmond Road Nw,Rome,30165,GA,13,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2434,466426432,47873745,42400346,3284,16512,16817,75.86072309,236,776,949,473,1232,1202,2253,120,,25,,29,559,1875,0.017666393,0.14379622,0.252259655,0.225143796,0.439194741,0.087921118,0.412489729,0.392358258,0.024650781,0.018077239,0.0336894,0.093672966,0.44494659,0.192686935,0.501232539,0.376335251,0.482333607,0.596548891,0.75,0.75,0.618323747,0.132292523,0.031635168,0.552177486,0.205423172,2.112918887
110177,Doctors Hospital,3651 Wheeler Road,Augusta,30909,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2037,491341236,45763984,39284067,2621,14931,15699,74.22140403,295,667,672,403,1103,934,1497,446,23,31,,,407,1630,0.013745705,0.145311733,0.217476681,0.284241532,0.369661267,0.129602356,0.432989691,0.381934217,0.011291114,0.026018655,0.049091802,0.11389298,0.315169367,0.172803142,0.482081492,0.342169858,0.486499755,0.386352479,0.75,0.75,0.451644575,0.130093274,0.027982327,0.514973,0.177221404,2.27635318
110184,Wellstar Douglas Hospital,8954 Hospital Drive,Douglasville,30134,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",987,134362365,23714481,17812955,1367,6554,6950,74.12765957,157,312,319,199,553,434,592,355,,16,,17,225,762,0.00810537,0.164133739,0.195542047,0.262411348,0.342451874,0.04964539,0.381965552,0.360688956,0.012158055,0.018237082,0.045592705,0.144883485,0.361702128,0.197568389,0.521783181,0.321175279,0.491388045,0.537993921,0.75,0.75,0.544072948,0.127659575,0.038500507,0.473150963,0.239108409,2.66034736
110189,Fannin Regional Hospital,2855 Old Highway 5 North,Blue Ridge,30513,GA,13,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",70,3802127,766470,672158,77,204,206,77.52857143,,18,31,,37,33,67,,,,,,21,49,0,0.1,0.242857143,0.328571429,0.471428571,0.142857143,0.371428571,0.342857143,0.057142857,0.057142857,0.1,0.085714286,0.371428571,0.185714286,0.471428571,0.528571429,0.428571429,0.528571429,0.75,0.75,0.485714286,0.157142857,0.057142857,0.514285714,0.071428571,1.818353401
110191,Piedmont Henry Hospital,1133 Eagle's Landing Parkway,Stockbridge,30281,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2300,226382696,45820205,37611612,3084,15344,15942,73.70434783,376,730,750,444,1216,1084,1220,936,34,53,,,489,1811,0.043913044,0.100434783,0.165217391,0.226086957,0.306086957,0.063913044,0.290869565,0.266086957,0.008695652,0.026521739,0.043913044,0.129130435,0.335652174,0.189565217,0.541304348,0.276956522,0.507826087,0.425217391,0.75,0.75,0.408695652,0.110869565,0.031304348,0.474782609,0.236086957,2.376920323
110192,Piedmont Eastside Medical Center,1700 Medical Way,Snellville,30078,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1565,181678988,27775582,22476736,1997,10503,11807,74.94824281,185,527,500,353,837,728,958,481,36,46,,,380,1185,0.014696486,0.115654952,0.1514377,0.277316294,0.332268371,0.093929713,0.368690096,0.334824281,0.017252396,0.01341853,0.074121406,0.139297125,0.322044728,0.171884984,0.45686901,0.262619808,0.496485623,0.418530351,0.75,0.75,0.433865815,0.115654952,0.039616613,0.45942492,0.307348243,2.195671221
110194,Donalsonville Hospital Inc,102 Hospital Cir,Donalsonville,39845,GA,13,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",128,3290443,1714251,1521655,157,697,702,76.609375,,43,51,,75,53,105,21,,,,,37,91,0,0.0390625,0.2109375,0.3203125,0.515625,0.09375,0.4453125,0.40625,0,0.0234375,0.0546875,0.125,0.3203125,0.2421875,0.34375,0.375,0.484375,0.3515625,0.75,0.75,0.4609375,0.1015625,0.015625,0.7421875,0.0859375,1.412785677
110198,Wellstar North Fulton Hospital,3000 Hospital Boulevard,Roswell,30076,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1764,232934935,38564357,33367975,2208,13887,14171,79.38605442,81,460,636,587,1014,750,1502,138,35,40,,,170,1594,0.022675737,0.118480726,0.105442177,0.311791383,0.39739229,0.047619048,0.389455782,0.371315193,0.019274376,0.011904762,0.032879819,0.105442177,0.408163265,0.199546485,0.379818594,0.223922903,0.323696145,0.371315193,0.75,0.75,0.464852608,0.177437642,0.060090703,0.541950113,0.302154195,1.827615422
110200,Piedmont Columbus Regional Northside,100 Frist Court,Columbus,31909,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1328,84518712,18641811,13930773,1685,6985,7248,76.15060241,143,408,440,337,756,572,1031,243,,24,,20,174,1154,0.012048193,0.106174699,0.142319277,0.236445783,0.411144578,0.042921687,0.397590361,0.364457831,0.021837349,0.03689759,0.030120482,0.112198795,0.321536145,0.22063253,0.539909639,0.298945783,0.478162651,0.393072289,0.75,0.75,0.42996988,0.168674699,0.038403615,0.615963855,0.213855422,1.975258694
110201,Piedmont Macon North Hospital,400 Charter Boulevard,Macon,31210,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",457,28460386,5770485,4684294,530,1615,1676,76.49015317,55,122,146,134,283,174,350,97,,,,,63,394,0.006564551,0.120350109,0.142231948,0.20131291,0.402625821,0.087527352,0.411378556,0.389496718,0.065645514,0.013129103,0.017505471,0.124726477,0.317286652,0.205689278,0.527352298,0.291028446,0.446389497,0.36761488,0.75,0.75,0.426695843,0.196936543,0.021881838,0.557986871,0.20131291,1.832214532
110209,Turning Point Hospital,3015 Veterans Parkway,Moultrie,31788,GA,13,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",606,9638400,6950852,6242128,778,4014,4019,54.169967,488,111,,,128,478,345,231,,15,,,432,174,0.169966997,0.75,0.75,0.031353135,0.75,0.559405941,0.75,0.75,0.143564356,0.425742574,0.471947195,0.179867987,0.064356436,0.046204621,0.103960396,0.331683168,0.244224422,0.100660066,0.552805281,0.75,0.201320132,0.021452145,0.00330033,0.392739274,0.069306931,1.567230625
110215,Piedmont Fayette Hospital,1255 Highway 54 West,Fayetteville,30214,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2964,283253328,54595685,44174835,4020,19339,20105,75.51417004,351,890,1064,659,1626,1338,1830,972,33,61,,,451,2513,0.010458839,0.105263158,0.131578947,0.215249663,0.293184885,0.057017544,0.289136302,0.267206478,0.008097166,0.023279352,0.029352227,0.12854251,0.326923077,0.22537112,0.513495277,0.264844804,0.469635628,0.449392713,0.75,0.75,0.426788124,0.129217274,0.0317139,0.49831309,0.221997301,2.159773277
110225,Piedmont Mountainside Hospital Inc,1266 Highway 515 South,Jasper,30143,GA,13,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1071,71610471,16960844,14620172,1390,5895,6015,76.81792717,90,312,411,258,584,487,1034,,,15,,15,196,875,0.013071895,0.139122316,0.185807656,0.232492997,0.398692811,0.035480859,0.37535014,0.347338936,0.026143791,0.018674136,0.030812325,0.099906629,0.406162465,0.202614379,0.41643324,0.356676004,0.409897292,0.467787115,0.75,0.75,0.522875817,0.147525677,0.035480859,0.577964519,0.220354809,1.82377084
110226,Emory Hillandale Hospital,2801 Dekalb Medical Parkway,Lithonia,30058,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",476,25598007,8412892,7324612,605,3119,3221,68.09453782,130,174,132,40,229,247,61,397,,,,,203,273,0.025210084,0.165966387,0.201680672,0.256302521,0.256302521,0.086134454,0.317226891,0.271008403,0.010504202,0.029411765,0.090336135,0.12184874,0.212184874,0.193277311,0.537815126,0.25210084,0.550420168,0.426470588,0.674369748,0.75,0.306722689,0.075630252,0.025210084,0.369747899,0.18487395,2.814959575
110229,"Piedmont Newnan Hospital, Inc",745 Poplar Road,Newnan,30265,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1987,200033525,37109078,30103892,2645,12824,13385,75.29793659,216,633,738,400,1056,931,1624,276,,31,,46,272,1715,0.00805234,0.133870156,0.158530448,0.233014595,0.357322597,0.042778057,0.334172119,0.318067438,0.007045798,0.024157021,0.017614494,0.14343231,0.365374937,0.207851032,0.463512833,0.300956215,0.444388525,0.440362355,0.75,0.75,0.500754907,0.14343231,0.049320584,0.497735279,0.207851032,2.056833366
110230,Emory Johns Creek Hospital,6325 Hospital Parkway,Johns Creek,30097,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1712,120184383,28686815,23719870,2299,11817,12169,76.2932243,152,529,623,408,934,778,1317,201,87,49,,,160,1552,0.043808411,0.102803738,0.08703271,0.238901869,0.383761682,0.03796729,0.380257009,0.364485981,0.025700935,0.015771028,0.026869159,0.124415888,0.32067757,0.242406542,0.432827103,0.230724299,0.368574766,0.362733645,0.75,0.75,0.453271028,0.186331776,0.045560748,0.574766355,0.210864486,2.158792242
110233,"Southeastern Regional Medical Center, Inc",600 Celebrate Life Parkway North,Newnan,30265,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",186,23155247,3445292,3192543,245,1045,1045,70.75268817,,99,52,,106,80,128,48,,,,,17,169,0.016129032,0.123655914,0.193548387,0.037634409,0.403225807,0.010752688,0.311827957,0.268817204,0.005376344,0.016129032,0,0.096774194,0.198924731,0.629032258,0.301075269,0.252688172,0.290322581,0.166666667,0.629032258,0.75,0.274193548,0.14516129,0.005376344,0.505376344,0.112903226,1.959065591
110234,Sgmc Berrien Campus,1221 E Mcpherson Avenue,Nashville,31639,GA,13,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",35,636487,632038,584990,39,129,134,78.48571429,,,19,,,,31,,,,,,,,0.085714286,0.085714286,0.257142857,0.457142857,0.371428571,0.114285714,0.428571429,0.371428571,0.057142857,0,0.285714286,0.142857143,0.342857143,0.142857143,0.485714286,0.342857143,0.342857143,0.314285714,0.714285714,0.75,0.314285714,0.228571429,0.028571429,0.428571429,0.171428571,1.661735714
110236,Chi Memorial Hospital- Georgia,100 Gross Crescent Circle,Fort Oglethorpe,30742,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",162,4351773,1817668,1519553,187,465,501,76.69753086,17,46,59,40,90,72,159,,,,,,39,123,0.00617284,0.166666667,0.271604938,0.271604938,0.425925926,0.12345679,0.401234568,0.37037037,0.018518519,0.043209877,0.043209877,0.104938272,0.37654321,0.172839506,0.438271605,0.543209877,0.432098765,0.475308642,0.734567901,0.75,0.475308642,0.179012346,0.061728395,0.567901235,0.135802469,1.831844222
110237,Northeast Georgia Medical Center Lumpkin,227 Mountain Drive,Dahlonega,30533,GA,13,9,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",208,10225568,2318925,1916964,260,815,834,78.3125,11,57,86,54,132,76,204,,,,,,58,150,0.009615385,0.139423077,0.168269231,0.307692308,0.471153846,0.067307692,0.480769231,0.471153846,0.048076923,0.019230769,0.038461539,0.120192308,0.331730769,0.168269231,0.519230769,0.471153846,0.418269231,0.447115385,0.75,0.75,0.451923077,0.1875,0.019230769,0.475961539,0.115384615,1.957766681
110252,Northside Hospital Duluth,3620 Howell Ferry Road,Duluth,30096,GA,13,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",840,83907994,12513453,10504638,1084,6186,6598,75.19880952,103,251,286,200,497,343,574,142,61,41,,,157,683,0.016666667,0.130952381,0.139285714,0.257142857,0.382142857,0.070238095,0.380952381,0.361904762,0.022619048,0.017857143,0.047619048,0.177380952,0.335714286,0.216666667,0.45,0.319047619,0.429761905,0.394047619,0.75,0.75,0.4,0.176190476,0.03452381,0.516666667,0.176190476,2.285269313
120001,The Queens Medical Center,1301 Punchbowl St,Honolulu,96813,HI,15,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4895,658736810,182912636,127902537,6567,40429,46467,75.99284985,464,1730,1585,1116,2375,2520,1382,69,2462,301,,,758,4137,0.007967314,0.115628192,0.118079673,0.223697651,0.195505618,0.035342186,0.22104188,0.182839632,0.017977528,0.017568948,0.040653728,0.153421859,0.316036772,0.215730337,0.518079673,0.220429009,0.469867211,0.365883555,0.75,0.75,0.386108274,0.215117467,0.031664964,0.379775281,0.230030644,2.075191414
120002,Maui Memorial Medical Center,221 Mahalani Street,Wailuku,96793,HI,15,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1096,80728056,40282785,34826709,1366,8949,14396,75.15419708,118,406,334,238,508,588,598,13,328,64,,,198,898,0.013686131,0.164233577,0.149635037,0.21350365,0.205291971,0.038321168,0.19890511,0.162408759,0.010948905,0.022810219,0.034671533,0.121350365,0.343065693,0.185218978,0.429744526,0.227189781,0.385948905,0.33850365,0.75,0.75,0.366788321,0.162408759,0.02919708,0.375912409,0.175182482,1.900948424
120004,Wahiawa General Hospital,128 Lehua Street,Wahiawa,96786,HI,15,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",168,6502043,2544581,2147429,195,955,990,79.86904762,15,31,55,67,96,72,36,,92,,,30,28,140,0.023809524,0.136904762,0.220238095,0.345238095,0.244047619,0.035714286,0.25,0.226190476,0.005952381,0,0.041666667,0.142857143,0.345238095,0.190476191,0.577380952,0.369047619,0.470238095,0.416666667,0.75,0.75,0.345238095,0.291666667,0.041666667,0.517857143,0.214285714,1.782764116
